urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data,,,,,,,
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,372900,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,372913,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,468891,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,468903,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,572726,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,572730,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,668654,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,668657,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,772726,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,772730,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,868692,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,868699,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662127,972885,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662127,972901,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662128,68657,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662128,68660,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662128,172732,0,4,4,0,(0\, 0\, 0\, 5),,,,
1.8446623766146E+019,S,1,1,8,92,1,45,60,1726662128,172746,4294967181,4,0,0,[0\, 0\, 0\, 0\, 0\, 0\, 0\, 0]
1.8446623766146E+019,C,1,1,8,92,1,45,0,1726662128,268898,0,4,4,0,(0\, 0\, 0\, 5),,,,
