urb_id,urb_type,transfer_type,endpoint_number,urb_direction,device_number,bus_number,setup_request,data_flag,urb_sec,urb_usec,urb_status,urb_length,data_length,urb_unusedsetup_header,payload_data
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,384636,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,386624,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,386637,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,388656,0,8,8,0,"(0, 1, 254, 0, 1, 0, 254, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,388668,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,390711,0,8,8,0,"(0, 2, 255, 0, 2, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,390721,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,392713,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,392720,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,394709,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,394716,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,396704,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,396712,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,400720,0,8,8,0,"(0, 1, 0, 0, 1, 0, 0, 0)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,400730,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,402640,0,8,8,0,"(0, 1, 254, 0, 1, 0, 254, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,402652,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,406719,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,406735,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,408710,0,8,8,0,"(0, 0, 255, 0, 0, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,408720,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,410708,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
18446635029626446400,S,1,1,8,56,1,45,60,1725795501,410715,4294967181,8,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]"
18446635029626446400,C,1,1,8,56,1,45,0,1725795501,414710,0,8,8,0,"(0, 1, 255, 0, 1, 0, 255, 255)"
